,PURPOSE_CD,INTERVAL_NO,BID_OFFER_DATE_DT,QUANTITY_NO,AWARDED_QUANTITY_NO,ENERGY_PRICE_NO,MERIT_ORDER_NO,PARTIAL_QTY_ACCEPTED_IN,ZONE_CD,AWARDED_PRICE_NO,OPERATORE
2222395,OFF,12,2017-11-04,40.449,40.449,0.0,96.0,N,SUD,49.67,ENEL PRODUZIONE S.P.A.
2222419,OFF,12,2017-11-04,9.964,9.964,0.0,330.0,N,NORD,49.67,Bilateralista
2222436,OFF,12,2017-11-04,17.226,17.226,0.0,397.0,N,CNOR,49.67,DOLOMITI ENERGIA TRADING SPA
2222448,OFF,12,2017-11-04,4.871,4.871,0.0,398.0,N,CSUD,49.67,DOLOMITI ENERGIA TRADING SPA
2222465,OFF,12,2017-11-04,2.082,2.082,0.0,593.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2222489,OFF,12,2017-11-04,13.464,13.464,0.0,639.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2222513,OFF,12,2017-11-04,38.959,38.959,0.0,399.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2222537,OFF,12,2017-11-04,9.448,9.448,0.0,743.0,N,NORD,49.67,DOLOMITI ENERGIA TRADING SPA
2222554,OFF,12,2017-11-04,0.69,0.69,0.0,400.0,N,SARD,49.67,DOLOMITI ENERGIA TRADING SPA
2222571,OFF,12,2017-11-04,2.994,2.994,0.0,401.0,N,SUD,49.67,DOLOMITI ENERGIA TRADING SPA
2222595,OFF,12,2017-11-04,0.414,0.414,0.0,48.0,N,NORD,49.67,SERVIZI UNINDUSTRIA MULTIUTILITIES SPA
2222619,OFF,12,2017-11-04,1.383,1.383,0.0,221.0,N,CNOR,49.67,GREEN NETWORK SPA
2222643,OFF,12,2017-11-04,0.585,0.585,0.0,222.0,N,CSUD,49.67,GREEN NETWORK SPA
2222667,OFF,12,2017-11-04,2.584,2.584,0.0,220.0,N,NORD,49.67,GREEN NETWORK SPA
2222705,OFF,12,2017-11-04,7.0310000000000015,7.0310000000000015,0.0,224.0,N,SICI,49.67,GREEN NETWORK SPA
2222723,OFF,12,2017-11-04,0.008,0.008,0.0,223.0,N,SUD,49.67,GREEN NETWORK SPA
2222747,OFF,12,2017-11-04,0.3,0.3,0.0,610.0,N,CNOR,49.67,CONSORZIO APUANIA ENERGIA
2222771,OFF,12,2017-11-04,0.2,0.2,0.0,676.0,N,CNOR,49.67,CONSORZIO APUANIA ENERGIA
2222795,OFF,12,2017-11-04,1.304,1.304,0.0,294.0,N,NORD,49.67,Bilateralista
2222819,OFF,12,2017-11-04,0.8,0.8,0.0,39.0,N,NORD,49.67,TIRRENO POWER S.P.A.
2222854,OFF,12,2017-11-04,0.135,0.135,0.0,609.0,N,NORD,49.67,EGEA COMMERCIALE S.R.L.
2222855,OFF,12,2017-11-04,3.887,3.887,0.0,625.0,N,NORD,49.67,Bilateralista
2222902,OFF,12,2017-11-04,0.39,0.39,0.0,293.0,N,NORD,49.67,Bilateralista
2222903,OFF,12,2017-11-04,0.102,0.102,0.0,284.0,N,NORD,49.67,EGEA COMMERCIALE S.R.L.
2222950,OFF,12,2017-11-04,4.584,4.584,0.0,682.0,N,NORD,49.67,EGEA COMMERCIALE S.R.L.
2222951,OFF,12,2017-11-04,6.5470000000000015,6.5470000000000015,0.0,710.0,N,NORD,49.67,Bilateralista
2222987,OFF,12,2017-11-04,3.482,3.482,0.0,543.0,N,CNOR,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223007,OFF,12,2017-11-04,0.5920000000000001,0.5920000000000001,0.0,200.0,N,CNOR,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223023,OFF,12,2017-11-04,1.103,1.103,0.0,196.0,N,CSUD,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223043,OFF,12,2017-11-04,8.984,8.984,0.0,195.0,N,NORD,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223062,OFF,12,2017-11-04,1.927,1.927,0.0,197.0,N,SARD,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223075,OFF,12,2017-11-04,3.1710000000000003,3.1710000000000003,0.0,199.0,N,SICI,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223094,OFF,12,2017-11-04,1.4409999999999998,1.4409999999999998,0.0,198.0,N,SUD,49.67,CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA
2223108,OFF,12,2017-11-04,0.175,0.175,0.0,465.0,N,CNOR,49.67,BURGO ENERGIA S.R.L.
2223109,OFF,12,2017-11-04,0.053,0.053,0.5,763.0,N,CNOR,49.67,BURGO ENERGIA S.R.L.
2223124,OFF,12,2017-11-04,1.689,1.689,0.0,466.0,N,CSUD,49.67,BURGO ENERGIA S.R.L.
2223125,OFF,12,2017-11-04,0.16899999999999998,0.16899999999999998,0.5,764.0,N,CSUD,49.67,BURGO ENERGIA S.R.L.
2223156,OFF,12,2017-11-04,4.032,4.032,0.0,643.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2223157,OFF,12,2017-11-04,1.6,1.6,32.64,1114.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2223186,OFF,12,2017-11-04,0.071,0.071,0.0,467.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2223187,OFF,12,2017-11-04,0.021,0.021,0.5,765.0,N,NORD,49.67,BURGO ENERGIA S.R.L.
2223204,OFF,12,2017-11-04,1.4340000000000002,1.4340000000000002,0.0,468.0,N,SARD,49.67,BURGO ENERGIA S.R.L.
2223205,OFF,12,2017-11-04,0.14300000000000002,0.14300000000000002,0.5,766.0,N,SARD,49.67,BURGO ENERGIA S.R.L.
2223223,OFF,12,2017-11-04,5.989,5.989,0.0,469.0,N,SUD,49.67,BURGO ENERGIA S.R.L.
2223224,OFF,12,2017-11-04,0.599,0.599,0.5,767.0,N,SUD,49.67,BURGO ENERGIA S.R.L.
2223250,OFF,12,2017-11-04,7.5,7.5,10.0,897.0,N,SARD,49.67,OTTANA ENERGIA SPA
2223268,OFF,12,2017-11-04,0.14800000000000002,0.14800000000000002,0.0,49.0,N,CNOR,49.67,HERA TRADING S.R.L.
2223284,OFF,12,2017-11-04,13.286,13.286,0.0,616.0,N,NORD,49.67,HERA TRADING S.R.L.
2223302,OFF,12,2017-11-04,3.218,3.218,0.0,50.0,N,NORD,49.67,HERA TRADING S.R.L.
2223320,OFF,12,2017-11-04,2.699,2.699,0.0,691.0,N,NORD,49.67,HERA TRADING S.R.L.
2223344,OFF,12,2017-11-04,0.537,0.537,0.0,613.0,N,CSUD,49.67,FENICE S.P.A.
2223368,OFF,12,2017-11-04,0.8320000000000001,0.8320000000000001,0.0,614.0,N,NORD,49.67,FENICE S.P.A.
2223392,OFF,12,2017-11-04,0.358,0.358,0.0,42.0,N,NORD,49.67,FENICE S.P.A.
2223416,OFF,12,2017-11-04,3.1710000000000003,3.1710000000000003,0.0,677.0,N,SUD,49.67,FENICE S.P.A.
2223440,OFF,12,2017-11-04,0.33,0.33,0.0,59.0,N,NORD,49.67,EVIVA SPA
2223464,OFF,12,2017-11-04,0.04,0.04,0.0,60.0,N,SUD,49.67,EVIVA SPA
2223499,OFF,12,2017-11-04,0.608,0.608,20.0,1004.0,N,CNOR,49.67,Bilateralista
2223500,OFF,12,2017-11-04,0.883,0.883,20.0,997.0,N,CNOR,49.67,EDELWEISS ENERGIA S.P.A.
2223547,OFF,12,2017-11-04,0.355,0.355,20.0,1012.0,N,CNOR,49.67,Bilateralista
2223548,OFF,12,2017-11-04,0.515,0.515,20.0,1009.0,N,CNOR,49.67,EDELWEISS ENERGIA S.P.A.
2223595,OFF,12,2017-11-04,5.535,5.535,20.0,980.0,N,CNOR,49.67,Bilateralista
2223596,OFF,12,2017-11-04,8.021,8.021,20.0,967.0,N,CNOR,49.67,EDELWEISS ENERGIA S.P.A.
2223673,OFF,12,2017-11-04,1.817,1.817,20.0,1006.0,N,CSUD,49.67,Bilateralista
2223674,OFF,12,2017-11-04,2.633,2.633,20.0,999.0,N,CSUD,49.67,EDELWEISS ENERGIA S.P.A.
2223721,OFF,12,2017-11-04,5.886,5.886,20.0,981.0,N,CSUD,49.67,Bilateralista
2223722,OFF,12,2017-11-04,8.53,8.53,20.0,968.0,N,CSUD,49.67,EDELWEISS ENERGIA S.P.A.
2223769,OFF,12,2017-11-04,0.836,0.836,20.0,1024.0,N,CSUD,49.67,Bilateralista
2223770,OFF,12,2017-11-04,1.212,1.212,20.0,1018.0,N,CSUD,49.67,EDELWEISS ENERGIA S.P.A.
2223817,OFF,12,2017-11-04,3.039,3.039,20.0,1003.0,N,NORD,49.67,Bilateralista
2223818,OFF,12,2017-11-04,4.405,4.405,20.0,996.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2223865,OFF,12,2017-11-04,0.7490000000000001,0.7490000000000001,20.0,1011.0,N,NORD,49.67,Bilateralista
2223866,OFF,12,2017-11-04,1.086,1.086,20.0,1008.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2223913,OFF,12,2017-11-04,13.693,13.693,20.0,979.0,N,NORD,49.67,Bilateralista
2223914,OFF,12,2017-11-04,19.842,19.842,20.0,966.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2223961,OFF,12,2017-11-04,0.928,0.928,20.0,1023.0,N,NORD,49.67,Bilateralista
2223962,OFF,12,2017-11-04,1.347,1.347,20.0,1017.0,N,NORD,49.67,EDELWEISS ENERGIA S.P.A.
2223995,OFF,12,2017-11-04,6.545,6.545,20.0,988.0,N,SARD,49.67,Bilateralista
2223996,OFF,12,2017-11-04,9.485,9.485,20.0,975.0,N,SARD,49.67,EDELWEISS ENERGIA S.P.A.
2224031,OFF,12,2017-11-04,2.6460000000000004,2.6460000000000004,20.0,987.0,N,SICI,49.67,Bilateralista
2224032,OFF,12,2017-11-04,3.835,3.835,20.0,974.0,N,SICI,49.67,EDELWEISS ENERGIA S.P.A.
2224079,OFF,12,2017-11-04,0.53,0.53,20.0,1025.0,N,SICI,49.67,Bilateralista
2224080,OFF,12,2017-11-04,0.769,0.769,20.0,1019.0,N,SICI,49.67,EDELWEISS ENERGIA S.P.A.
2224127,OFF,12,2017-11-04,18.234,18.234,20.0,986.0,N,SUD,49.67,Bilateralista
2224128,OFF,12,2017-11-04,26.42,26.42,20.0,973.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2224175,OFF,12,2017-11-04,0.011,0.011,20.0,1014.0,N,SUD,49.67,Bilateralista
2224176,OFF,12,2017-11-04,0.018000000000000002,0.018000000000000002,20.0,1013.0,N,SUD,49.67,EDELWEISS ENERGIA S.P.A.
2224212,OFF,12,2017-11-04,1.112,1.112,10.0,931.0,N,CNOR,49.67,ELECTRADE SPA
2224229,OFF,12,2017-11-04,13.304,13.304,10.0,899.0,N,CNOR,49.67,ELECTRADE SPA
2224247,OFF,12,2017-11-04,0.6509999999999999,0.6509999999999999,10.0,929.0,N,CSUD,49.67,ELECTRADE SPA
2224264,OFF,12,2017-11-04,12.84,12.84,10.0,900.0,N,CSUD,49.67,ELECTRADE SPA
2224282,OFF,12,2017-11-04,2.024,2.024,10.0,930.0,N,NORD,49.67,ELECTRADE SPA
2224306,OFF,12,2017-11-04,3.923,3.923,10.0,901.0,N,NORD,49.67,ELECTRADE SPA
2224330,OFF,12,2017-11-04,1.8,1.8,10.0,932.0,N,NORD,49.67,ELECTRADE SPA
2224347,OFF,12,2017-11-04,4.724,4.724,10.0,902.0,N,SARD,49.67,ELECTRADE SPA
2224359,OFF,12,2017-11-04,5.152,5.152,10.0,903.0,N,SICI,49.67,ELECTRADE SPA
2224371,OFF,12,2017-11-04,27.941,27.941,10.0,904.0,N,SUD,49.67,ELECTRADE SPA
2224384,OFF,12,2017-11-04,5.66,5.66,1.0,776.0,N,CNOR,49.67,DANSKE COMMODITIES A.S
2224385,OFF,12,2017-11-04,1.05,1.05,11.15,940.0,N,CNOR,49.67,DANSKE COMMODITIES A.S
2224386,OFF,12,2017-11-04,2.0,2.0,29.15,1050.0,N,CNOR,49.67,DANSKE COMMODITIES A.S
2224415,OFF,12,2017-11-04,25.57,25.57,1.0,777.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2224416,OFF,12,2017-11-04,11.77,11.77,2.0,796.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2224417,OFF,12,2017-11-04,2.0,2.0,20.0,990.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2224418,OFF,12,2017-11-04,2.0,2.0,45.0,1220.0,N,CSUD,49.67,DANSKE COMMODITIES A.S
2224452,OFF,12,2017-11-04,0.87,0.87,1.0,778.0,N,NORD,49.67,DANSKE COMMODITIES A.S
2224468,OFF,12,2017-11-04,2.31,2.31,1.0,779.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2224469,OFF,12,2017-11-04,1.24,1.24,20.0,991.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2224470,OFF,12,2017-11-04,1.07,1.07,45.0,1221.0,N,SARD,49.67,DANSKE COMMODITIES A.S
2224492,OFF,12,2017-11-04,3.98,3.98,1.0,780.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2224493,OFF,12,2017-11-04,0.14,0.14,13.2,951.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2224494,OFF,12,2017-11-04,2.0,2.0,31.2,1081.0,N,SICI,49.67,DANSKE COMMODITIES A.S
2224527,OFF,12,2017-11-04,34.5,34.5,1.0,781.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2224528,OFF,12,2017-11-04,16.58,16.58,2.0,797.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2224529,OFF,12,2017-11-04,2.0,2.0,20.0,992.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2224530,OFF,12,2017-11-04,2.0,2.0,45.0,1222.0,N,SUD,49.67,DANSKE COMMODITIES A.S
2224568,OFF,12,2017-11-04,3.0,3.0,0.0,282.0,N,NORD,49.67,ALPIQ SA
2224592,OFF,12,2017-11-04,0.397,0.397,0.0,274.0,N,CNOR,49.67,AXOPOWER SPA
2224609,OFF,12,2017-11-04,0.268,0.268,0.0,275.0,N,NORD,49.67,AXOPOWER SPA
2224626,OFF,12,2017-11-04,3.216,3.216,0.0,545.0,N,CSUD,49.67,ENI SPA
2224650,OFF,12,2017-11-04,0.7,0.7,0.0,729.0,N,SICI,49.67,Bilateralista
2224668,OFF,12,2017-11-04,9.215,9.215,0.0,180.0,N,CNOR,49.67,ENERGY.DIS S.R.L.
2224679,OFF,12,2017-11-04,8.088,8.088,0.0,181.0,N,CSUD,49.67,ENERGY.DIS S.R.L.
2224748,OFF,12,2017-11-04,10.491,10.491,0.0,291.0,N,NORD,49.67,Bilateralista
2224749,OFF,12,2017-11-04,48.521,48.521,0.0,280.0,N,NORD,49.67,ENERGY.DIS S.R.L.
2224796,OFF,12,2017-11-04,5.041,5.041,0.0,182.0,N,SARD,49.67,ENERGY.DIS S.R.L.
2224808,OFF,12,2017-11-04,1.452,1.452,0.0,183.0,N,SICI,49.67,ENERGY.DIS S.R.L.
2224823,OFF,12,2017-11-04,39.0,39.0,0.0,281.0,N,SUD,49.67,ENERGY.DIS S.R.L.
2224842,OFF,12,2017-11-04,5.096,5.096,0.0,349.0,N,NORD,49.67,Bilateralista
2224866,OFF,12,2017-11-04,6.65,6.65,0.0,365.0,N,SICI,49.67,Bilateralista
2224890,OFF,12,2017-11-04,6.0,6.0,0.0,623.0,N,SARD,49.67,Bilateralista
2224907,OFF,12,2017-11-04,0.21,0.21,0.0,292.0,N,SICI,49.67,Bilateralista
2224921,OFF,12,2017-11-04,0.028,0.028,15.0,955.0,N,CNOR,49.67,EUROPE ENERGY S.P.A.
2224922,OFF,12,2017-11-04,0.511,0.511,5.0,836.0,N,CNOR,49.67,EUROPE ENERGY S.P.A.
2224923,OFF,12,2017-11-04,0.024,0.024,15.0,956.0,N,CNOR,49.67,EUROPE ENERGY S.P.A.
2224954,OFF,12,2017-11-04,0.107,0.107,15.0,954.0,N,NORD,49.67,EUROPE ENERGY S.P.A.
2224955,OFF,12,2017-11-04,2.044,2.044,32.0,1083.0,N,NORD,49.67,EUROPE ENERGY S.P.A.
2224992,OFF,12,2017-11-04,1.229,1.229,15.0,957.0,N,SUD,49.67,EUROPE ENERGY S.P.A.
2224993,OFF,12,2017-11-04,4.192,4.192,18.0,964.0,N,SUD,49.67,EUROPE ENERGY S.P.A.
2224994,OFF,12,2017-11-04,2.71,2.71,28.0,1047.0,N,SUD,49.67,EUROPE ENERGY S.P.A.
2225016,OFF,12,2017-11-04,1.6880000000000002,1.6880000000000002,0.0,233.0,N,CNOR,49.67,YOUTRADE S.P.A.
2225034,OFF,12,2017-11-04,8.0,8.0,0.0,673.0,N,CNOR,49.67,YOUTRADE S.P.A.
2225058,OFF,12,2017-11-04,0.056,0.056,0.0,702.0,N,CNOR,49.67,YOUTRADE S.P.A.
2225082,OFF,12,2017-11-04,2.3,2.3,0.0,621.0,N,CSUD,49.67,YOUTRADE S.P.A.
2225119,OFF,12,2017-11-04,0.123,0.123,0.0,705.0,N,CSUD,49.67,YOUTRADE S.P.A.
2225143,OFF,12,2017-11-04,0.894,0.894,0.0,619.0,N,NORD,49.67,YOUTRADE S.P.A.
2225167,OFF,12,2017-11-04,0.964,0.964,0.0,276.0,N,NORD,49.67,YOUTRADE S.P.A.
2225191,OFF,12,2017-11-04,0.6609999999999999,0.6609999999999999,0.0,701.0,N,NORD,49.67,YOUTRADE S.P.A.
2225209,OFF,12,2017-11-04,0.196,0.196,0.0,232.0,N,SUD,49.67,YOUTRADE S.P.A.
2225226,OFF,12,2017-11-04,0.945,0.945,20.0,1010.0,N,NORD,49.67,EN.E.R. TRADING S.p.A.
2225250,OFF,12,2017-11-04,3.083,3.083,20.0,977.0,N,NORD,49.67,EN.E.R. TRADING S.p.A.
2225274,OFF,12,2017-11-04,0.087,0.087,20.0,1021.0,N,NORD,49.67,EN.E.R. TRADING S.p.A.
2225292,OFF,12,2017-11-04,0.315,0.315,20.0,976.0,N,SUD,49.67,EN.E.R. TRADING S.p.A.
2225310,OFF,12,2017-11-04,2.489,2.489,0.0,554.0,N,NORD,49.67,Bilateralista
2225327,OFF,12,2017-11-04,4.2,4.2,0.0,622.0,N,NORD,49.67,Bilateralista
2225342,OFF,12,2017-11-04,3.697,3.697,0.0,75.0,N,CSUD,49.67,ZENERGIA SRL
2225352,OFF,12,2017-11-04,0.477,0.477,0.0,326.0,N,NORD,49.67,Bilateralista
2225372,OFF,12,2017-11-04,1.485,1.485,0.0,721.0,N,NORD,49.67,Bilateralista
2225389,OFF,12,2017-11-04,0.52,0.52,0.0,76.0,N,SARD,49.67,ZENERGIA SRL
2225401,OFF,12,2017-11-04,3.52,3.52,0.0,77.0,N,SUD,49.67,ZENERGIA SRL
2225418,OFF,12,2017-11-04,0.08,0.08,0.0,295.0,N,CNOR,49.67,Bilateralista
2225435,OFF,12,2017-11-04,0.303,0.303,0.0,470.0,N,CNOR,49.67,DUFERCO ENERGIA S.p.A.
2225452,OFF,12,2017-11-04,2.043,2.043,0.0,752.0,N,CNOR,49.67,DUFERCO ENERGIA S.p.A.
2225476,OFF,12,2017-11-04,4.19,4.19,0.0,472.0,N,CSUD,49.67,DUFERCO ENERGIA S.p.A.
2225500,OFF,12,2017-11-04,1.0,1.0,0.0,753.0,N,CSUD,49.67,DUFERCO ENERGIA S.p.A.
2225524,OFF,12,2017-11-04,10.833,10.833,0.0,601.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2225554,OFF,12,2017-11-04,2.257,2.257,0.0,497.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2225578,OFF,12,2017-11-04,0.359,0.359,0.0,754.0,N,NORD,49.67,DUFERCO ENERGIA S.p.A.
2225596,OFF,12,2017-11-04,2.8,2.8,0.0,496.0,N,SICI,49.67,DUFERCO ENERGIA S.p.A.
2225613,OFF,12,2017-11-04,7.282999999999999,7.282999999999999,0.0,600.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2225631,OFF,12,2017-11-04,1.519,1.519,0.0,475.0,N,SUD,49.67,DUFERCO ENERGIA S.p.A.
2225648,OFF,12,2017-11-04,8.72,8.72,0.0,624.0,N,NORD,49.67,Bilateralista
2225698,OFF,12,2017-11-04,0.205,0.205,0.0,617.0,N,NORD,49.67,ENGIE ITALIA SPA
2225715,OFF,12,2017-11-04,0.232,0.232,0.0,201.0,N,NORD,49.67,ENGIE ITALIA SPA
2225726,OFF,12,2017-11-04,0.974,0.974,0.0,202.0,N,SICI,49.67,ENGIE ITALIA SPA
2225744,OFF,12,2017-11-04,0.01,0.01,0.0,699.0,N,SUD,49.67,ENGIE ITALIA SPA
2225761,OFF,12,2017-11-04,0.27,0.27,0.0,61.0,N,SUD,49.67,SHELL ENERGY EUROPE LIMITED
2225778,OFF,12,2017-11-04,41.393,41.393,34.26,1119.0,N,CNOR,49.67,EGO TRADE SRL
2225802,OFF,12,2017-11-04,0.52,0.52,34.41,1121.0,N,CNOR,49.67,EGO TRADE SRL
2225826,OFF,12,2017-11-04,27.718000000000004,27.718000000000004,7.63,866.0,N,CSUD,49.67,EGO TRADE SRL
2225850,OFF,12,2017-11-04,19.221,19.221,36.42,1128.0,N,NORD,49.67,EGO TRADE SRL
2225874,OFF,12,2017-11-04,39.061,39.061,33.07,1117.0,N,NORD,49.67,EGO TRADE SRL
2225898,OFF,12,2017-11-04,94.798,94.798,33.04,1116.0,N,NORD,49.67,EGO TRADE SRL
2225922,OFF,12,2017-11-04,15.576,15.576,32.23,1112.0,N,NORD,49.67,EGO TRADE SRL
2225956,OFF,12,2017-11-04,9.632,9.632,2.69,831.0,N,SARD,49.67,EGO TRADE SRL
2225974,OFF,12,2017-11-04,3.109,3.109,1.81,793.0,N,SARD,49.67,EGO TRADE SRL
2225991,OFF,12,2017-11-04,25.846,25.846,10.49,936.0,N,SICI,49.67,EGO TRADE SRL
2226003,OFF,12,2017-11-04,176.627,176.627,15.32,959.0,N,SUD,49.67,EGO TRADE SRL
2226021,OFF,12,2017-11-04,15.53,15.53,0.0,428.0,N,CNOR,49.67,DUFENERGY TRADING SA
2226038,OFF,12,2017-11-04,74.07,74.07,0.0,424.0,N,CSUD,49.67,DUFENERGY TRADING SA
2226062,OFF,12,2017-11-04,6.689,6.689,0.0,596.0,N,NORD,49.67,DUFENERGY TRADING SA
2226088,OFF,12,2017-11-04,7.206,7.206,0.0,642.0,N,NORD,49.67,DUFENERGY TRADING SA
2226114,OFF,12,2017-11-04,10.529000000000002,10.529000000000002,0.0,406.0,N,NORD,49.67,DUFENERGY TRADING SA
2226133,OFF,12,2017-11-04,19.037,19.037,0.0,450.0,N,SARD,49.67,DUFENERGY TRADING SA
2226146,OFF,12,2017-11-04,40.871,40.871,0.0,436.0,N,SICI,49.67,DUFENERGY TRADING SA
2226157,OFF,12,2017-11-04,122.705,122.705,0.0,409.0,N,SUD,49.67,DUFENERGY TRADING SA
2226167,OFF,12,2017-11-04,11.85,11.85,0.0,175.0,N,CNOR,49.67,FREE ENERGIA SPA
2226177,OFF,12,2017-11-04,3.64,3.64,0.0,176.0,N,CSUD,49.67,FREE ENERGIA SPA
2226187,OFF,12,2017-11-04,3.21,3.21,0.0,177.0,N,NORD,49.67,FREE ENERGIA SPA
2226198,OFF,12,2017-11-04,0.9,0.9,0.0,178.0,N,SUD,49.67,FREE ENERGIA SPA
2226211,OFF,12,2017-11-04,4.832,4.832,0.0,186.0,N,CNOR,49.67,ENERGY.TRADE SRL
2226228,OFF,12,2017-11-04,4.79,4.79,0.0,187.0,N,CSUD,49.67,ENERGY.TRADE SRL
2226245,OFF,12,2017-11-04,26.583,26.583,0.0,283.0,N,NORD,49.67,ENERGY.TRADE SRL
2226262,OFF,12,2017-11-04,0.301,0.301,0.0,188.0,N,SARD,49.67,ENERGY.TRADE SRL
2226273,OFF,12,2017-11-04,0.8029999999999999,0.8029999999999999,0.0,189.0,N,SICI,49.67,ENERGY.TRADE SRL
2226289,OFF,12,2017-11-04,8.2,8.2,0.0,190.0,N,SUD,49.67,ENERGY.TRADE SRL
2226385,OFF,12,2017-11-04,4.604,4.604,12.0,948.0,N,CSUD,49.67,ENOI S.P.A.
2226386,OFF,12,2017-11-04,4.604,4.604,20.25,1033.0,N,CSUD,49.67,ENOI S.P.A.
2226387,OFF,12,2017-11-04,1.0,1.0,30.25,1077.0,N,CSUD,49.67,ENOI S.P.A.
2226388,OFF,12,2017-11-04,0.023,0.022,45.25,1234.0,Y,CSUD,49.67,ENOI S.P.A.
2226425,OFF,12,2017-11-04,15.0,15.0,30.25,1078.0,N,CSUD,49.67,ENOI S.P.A.
2226426,OFF,12,2017-11-04,0.711,0.711,45.25,1235.0,N,CSUD,49.67,ENOI S.P.A.
2226465,OFF,12,2017-11-04,4.945,4.945,12.0,941.0,N,CSUD,49.67,ENOI S.P.A.
2226466,OFF,12,2017-11-04,4.945,4.945,20.25,1026.0,N,CSUD,49.67,ENOI S.P.A.
2226467,OFF,12,2017-11-04,15.0,15.0,30.25,1070.0,N,CSUD,49.67,ENOI S.P.A.
2226468,OFF,12,2017-11-04,8.691,4.734,45.25,1228.0,Y,CSUD,49.67,ENOI S.P.A.
2226509,OFF,12,2017-11-04,2.0,2.0,30.25,1079.0,N,CSUD,49.67,ENOI S.P.A.
2226510,OFF,12,2017-11-04,0.052000000000000005,0.052000000000000005,45.25,1236.0,N,CSUD,49.67,ENOI S.P.A.
2226725,OFF,12,2017-11-04,2.195,2.195,45.08,1227.0,N,SICI,49.67,ENOI S.P.A.
2226749,OFF,12,2017-11-04,13.908,13.908,12.0,942.0,N,SUD,49.67,ENOI S.P.A.
2226750,OFF,12,2017-11-04,13.908,13.908,20.25,1027.0,N,SUD,49.67,ENOI S.P.A.
2226751,OFF,12,2017-11-04,15.0,15.0,30.25,1071.0,N,SUD,49.67,ENOI S.P.A.
2226752,OFF,12,2017-11-04,14.515,3.725,45.25,1229.0,Y,SUD,49.67,ENOI S.P.A.
2226793,OFF,12,2017-11-04,0.015,0.015,12.0,949.0,N,SUD,49.67,ENOI S.P.A.
2226794,OFF,12,2017-11-04,0.015,0.015,20.25,1034.0,N,SUD,49.67,ENOI S.P.A.
2226795,OFF,12,2017-11-04,15.0,15.0,30.25,1080.0,N,SUD,49.67,ENOI S.P.A.
2226796,OFF,12,2017-11-04,0.106,0.105,45.25,1237.0,Y,SUD,49.67,ENOI S.P.A.
2226826,OFF,12,2017-11-04,2.589,2.589,6.0,863.0,N,CNOR,49.67,INTERCONSULT SRL
2226850,OFF,12,2017-11-04,1.951,1.951,6.0,864.0,N,CSUD,49.67,INTERCONSULT SRL
2226874,OFF,12,2017-11-04,0.513,0.513,0.0,464.0,N,NORD,49.67,INTERCONSULT SRL
2226898,OFF,12,2017-11-04,3.042,3.042,6.0,865.0,N,SUD,49.67,INTERCONSULT SRL
2226916,OFF,12,2017-11-04,13.24,13.24,0.0,287.0,N,CNOR,49.67,ROMA GAS E POWER SPA
2226927,OFF,12,2017-11-04,1.186,1.186,0.0,288.0,N,CSUD,49.67,ROMA GAS E POWER SPA
2226943,OFF,12,2017-11-04,0.042,0.042,0.0,286.0,N,NORD,49.67,ROMA GAS E POWER SPA
2226961,OFF,12,2017-11-04,1.842,1.842,0.0,290.0,N,SARD,49.67,ROMA GAS E POWER SPA
2226972,OFF,12,2017-11-04,11.385,11.385,0.0,289.0,N,SUD,49.67,ROMA GAS E POWER SPA
